matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,bpc_certificate_status,official_lower_bound_source,official_lower_bound_scope,best_diagnostic_bound_source,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,B1_root_lp_bound,root_lp_bound_official,root_lp_bound_le_direct_dp_integer_objective,root_lp_vs_direct_dp_gap,integral_root,pricing_round_count,added_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,direct_root_official_leak,b1_mode,seed_mode,initial_column_count,full_universe_column_count,full_universe_preloaded
5-scale full normalized objective,5,lunar_ice_sp50_005_014_seed679020,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.117254,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1285.947064,40.721750296,1411.067121789,960.0,False,1058.99504,34.883467,1541.979742,843.346929,1710.670404,0.823513712,0.856629854,1.092775615,0.878486384,2.117254,2.117254,False,2.117254,True,True,0.0,True,4,20,True,True,0,0.033691,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
5-scale full normalized objective,5,lunar_ice_sp50_005_015_seed679021,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.081278,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1370.368099,51.644400893,1388.165263043,960.0,False,1125.695397,43.186996,1470.018022,765.205412,1756.889602,0.821454759,0.836237719,1.058964708,0.797088971,2.081278,2.081278,False,,False,,,,0,0,,,0,0.009778,,,,False,,,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_015_seed679021,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.081278,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1370.368099,51.644400893,1388.165263043,960.0,False,1125.695397,43.186996,1470.018022,765.205412,1756.889602,0.821454759,0.836237719,1.058964708,0.797088971,2.081278,2.081278,False,2.081278,True,True,0.0,True,1,0,True,True,0,0.021539,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,31,31,True
5-scale full normalized objective,5,lunar_ice_sp50_005_015_seed679021,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.081278,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1370.368099,51.644400893,1388.165263043,960.0,False,1125.695397,43.186996,1470.018022,765.205412,1756.889602,0.821454759,0.836237719,1.058964708,0.797088971,2.081278,2.081278,False,2.081278,True,True,0.0,True,3,15,True,True,0,0.022332,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
5-scale full normalized objective,5,lunar_ice_sp50_005_019_seed679025,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.165365,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1264.853059,49.449687247,1028.213055683,960.0,False,1095.471984,43.059421,1101.490365,718.106514,1579.127551,0.866086362,0.870772363,1.071266659,0.748027619,2.165365,2.165365,False,,False,,,,0,0,,,0,0.006843,,,,False,,,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_019_seed679025,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.165365,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1264.853059,49.449687247,1028.213055683,960.0,False,1095.471984,43.059421,1101.490365,718.106514,1579.127551,0.866086362,0.870772363,1.071266659,0.748027619,2.165365,2.165365,False,2.165365,True,True,0.0,True,1,0,True,True,0,0.015199,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,31,31,True
5-scale full normalized objective,5,lunar_ice_sp50_005_019_seed679025,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.165365,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1264.853059,49.449687247,1028.213055683,960.0,False,1095.471984,43.059421,1101.490365,718.106514,1579.127551,0.866086362,0.870772363,1.071266659,0.748027619,2.165365,2.165365,False,2.165365,True,True,0.0,True,3,14,True,True,0,0.014927,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
5-scale full normalized objective,5,lunar_ice_sp50_005_020_seed679026,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.170592,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1337.000229,48.706332488,1186.1841625,960.0,False,1171.158459,42.080919,1277.105323,736.847337,1724.081507,0.875959804,0.863972236,1.076650122,0.767549309,2.170592,2.170592,False,,False,,,,0,0,,,0,0.007355,,,,False,,,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_020_seed679026,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.170592,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1337.000229,48.706332488,1186.1841625,960.0,False,1171.158459,42.080919,1277.105323,736.847337,1724.081507,0.875959804,0.863972236,1.076650122,0.767549309,2.170592,2.170592,False,2.170592,True,True,0.0,True,1,0,True,True,0,0.016999,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,31,31,True
5-scale full normalized objective,5,lunar_ice_sp50_005_020_seed679026,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.170592,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1337.000229,48.706332488,1186.1841625,960.0,False,1171.158459,42.080919,1277.105323,736.847337,1724.081507,0.875959804,0.863972236,1.076650122,0.767549309,2.170592,2.170592,False,2.170592,True,True,0.0,True,3,15,True,True,0,0.01761,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
5-scale full normalized objective,5,lunar_ice_sp50_005_004_seed679030,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.068163,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1235.195416,41.296817397,1112.755055127,960.0,False,1001.631861,34.360486,1182.903525,646.191937,1509.153757,0.810909633,0.832037144,1.063040352,0.673116601,2.068163,2.068163,False,,False,,,,0,0,,,0,0.00926,,,,False,,,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_004_seed679030,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.068163,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1235.195416,41.296817397,1112.755055127,960.0,False,1001.631861,34.360486,1182.903525,646.191937,1509.153757,0.810909633,0.832037144,1.063040352,0.673116601,2.068163,2.068163,False,2.068163,True,True,0.0,True,1,0,True,True,0,0.019944,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,31,31,True
5-scale full normalized objective,5,lunar_ice_sp50_005_004_seed679030,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.068163,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1235.195416,41.296817397,1112.755055127,960.0,False,1001.631861,34.360486,1182.903525,646.191937,1509.153757,0.810909633,0.832037144,1.063040352,0.673116601,2.068163,2.068163,False,2.068163,True,True,0.0,True,3,16,True,True,0,0.019512,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
5-scale full normalized objective,5,lunar_ice_sp50_005_006_seed679032,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.114233,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1308.987687,42.799238153,1141.423738479,960.0,False,1105.002568,36.526003,1188.909182,692.7701,1617.092244,0.844165747,0.853426476,1.041601941,0.721635521,2.114233,2.114233,False,,False,,,,0,0,,,0,0.006341,,,,False,,,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_006_seed679032,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.114233,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1308.987687,42.799238153,1141.423738479,960.0,False,1105.002568,36.526003,1188.909182,692.7701,1617.092244,0.844165747,0.853426476,1.041601941,0.721635521,2.114233,2.114233,False,2.114233,True,True,0.0,True,1,0,True,True,0,0.013974,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,31,31,True
5-scale full normalized objective,5,lunar_ice_sp50_005_006_seed679032,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.114233,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1308.987687,42.799238153,1141.423738479,960.0,False,1105.002568,36.526003,1188.909182,692.7701,1617.092244,0.844165747,0.853426476,1.041601941,0.721635521,2.114233,2.114233,False,2.114233,True,True,0.0,True,3,17,True,True,0,0.014567,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
5-scale full normalized objective,5,lunar_ice_sp50_005_016_seed679062,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.158522,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1073.366479,39.628646643,959.137839721,960.0,False,900.452303,35.38704,1023.041854,575.189088,1345.056085,0.838904811,0.892966149,1.066626518,0.5991553,2.158522,2.158522,False,,False,,,,0,0,,,0,0.008503,,,,False,,,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_016_seed679062,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.158522,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1073.366479,39.628646643,959.137839721,960.0,False,900.452303,35.38704,1023.041854,575.189088,1345.056085,0.838904811,0.892966149,1.066626518,0.5991553,2.158522,2.158522,False,2.158522,True,True,0.0,True,1,0,True,True,0,0.018188,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,31,31,True
5-scale full normalized objective,5,lunar_ice_sp50_005_016_seed679062,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.158522,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1073.366479,39.628646643,959.137839721,960.0,False,900.452303,35.38704,1023.041854,575.189088,1345.056085,0.838904811,0.892966149,1.066626518,0.5991553,2.158522,2.158522,False,2.158522,True,True,0.0,True,3,15,True,True,0,0.017616,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
5-scale full normalized objective,5,lunar_ice_sp50_005_018_seed679064,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.941902,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1088.793129,33.954647404,813.159571259,960.0,False,820.817806,25.11164,911.67198,580.27927,1210.598238,0.753878569,0.739564152,1.121147696,0.604457573,1.941902,1.941902,False,,False,,,,0,0,,,0,0.010027,,,,False,,,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_018_seed679064,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.941902,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1088.793129,33.954647404,813.159571259,960.0,False,820.817806,25.11164,911.67198,580.27927,1210.598238,0.753878569,0.739564152,1.121147696,0.604457573,1.941902,1.941902,False,1.941902,True,True,0.0,True,1,0,True,True,0,0.021281,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,31,31,True
5-scale full normalized objective,5,lunar_ice_sp50_005_018_seed679064,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.941902,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1088.793129,33.954647404,813.159571259,960.0,False,820.817806,25.11164,911.67198,580.27927,1210.598238,0.753878569,0.739564152,1.121147696,0.604457573,1.941902,1.941902,False,1.941902,True,True,0.0,True,4,18,True,True,0,0.021885,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
5-scale full normalized objective,5,lunar_ice_sp50_005_017_seed679123,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.219538,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1201.244832,38.105351084,1133.515717238,960.0,False,1090.705482,33.854176,1199.040021,680.52572,1604.175666,0.907979334,0.88843627,1.05780626,0.708880958,2.219538,2.219538,False,,False,,,,0,0,,,0,0.015345,,,,False,,,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_017_seed679123,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.219538,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1201.244832,38.105351084,1133.515717238,960.0,False,1090.705482,33.854176,1199.040021,680.52572,1604.175666,0.907979334,0.88843627,1.05780626,0.708880958,2.219538,2.219538,False,2.219538,True,True,0.0,True,1,0,True,True,0,0.033504,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,31,31,True
5-scale full normalized objective,5,lunar_ice_sp50_005_017_seed679123,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.219538,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1201.244832,38.105351084,1133.515717238,960.0,False,1090.705482,33.854176,1199.040021,680.52572,1604.175666,0.907979334,0.88843627,1.05780626,0.708880958,2.219538,2.219538,False,2.219538,True,True,0.0,True,3,14,True,True,0,0.033893,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,6,31,False
