matrix_group,scale,instance_id,mode,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,diagnostic_dual_source,diagnostic_rmp_iteration_id,diagnostic_dual_fingerprint,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_generated_before_first_negative,labels_generated_total,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,certificate_scope_regression,objective_mismatch,improvement_reason
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.767861,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,,False,,0,0,2,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000169,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,43e2947073d8bc46a70c2b57c3d9bc975f344fc49931d6645ca19c70473647c9,1.079375,0.0,1.079375,,341,341,341,0,1988,5,4,196040,0,0,0,0,,,0,4,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.08294,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.662954,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,449,449,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,True,True,1,1,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.767678,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,12,449,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,True,True,3,3,0,0,0,0,0,0,0,0,0,True,195,195,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.715187,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.782366,True,1,,,,,,,,,,1893,,1893,0,0,449,0,29493,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.2e-05,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,449,449,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,True,True,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.753657,,,,False,,,,,,False,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower"
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,12,449,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,True,True,5,5,237,237,0,0,0,0,0,130,130,True,130,130,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.669634,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,4.07667,,,,False,,,,,,False,False,final_judge_wall_time_lower
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,12,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r2_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,True,True,7,3,132,132,0,0,0,0,0,132,132,True,75,75,0,,33,0,True,True,0,,0,,False,0,0.011528,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-7,5d89a429024de37130abf3f0abfd3c0373be7a5afb6f833da0cde4483fffb869,0.589159,1.995347,0.081383,0.081383,11060,586,11060,159142,1091432,863,1780,159142,0,0,0,0,0.0,0.0,347,86,0,1893,7,4,4,3,0,4,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,11060,0,False,True,2.607069,,,,False,,,,,,False,False,"time_to_first_addable_negative_available,worker_found_addable_negative"
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,12,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r3_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,True,True,7,3,132,132,0,0,0,0,0,132,132,True,75,75,0,,33,0,True,True,0,,0,,False,0,0.009805,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-7,276270682ef916512da10820e190d70f84bc723887da16d8a4cd3b451b4dac01,0.591781,2.003913,0.082142,0.082142,11060,586,11060,159142,1091432,863,1780,159142,0,0,0,0,0.0,0.0,347,86,0,1893,7,4,4,3,0,4,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,11060,0,False,True,2.617062,,,,False,,,,,,False,False,"time_to_first_addable_negative_available,worker_found_addable_negative"
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,False,,0,0,6,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000164,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,318d5d1ead771156c4fc06e4a182a4a433f7f5db10137aee8ef4db581b6ae66a,0.912319,0.0,0.912319,,547,547,547,0,2256,9,6,161712,0,0,0,0,,,0,6,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,0.91728,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,False,,0,0,6,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.00016,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,de17c0cfcdb2b56ead59eba6453c7a3eaa2b3e69506d304eab635c6dbfe1dd17,0.920957,0.0,0.920957,,547,547,547,0,2256,9,6,161712,0,0,0,0,,,0,6,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,0.92461,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.330986,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,430,430,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,True,True,1,1,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.442667,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,12,430,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,True,True,3,3,0,0,0,0,0,0,0,0,0,True,276,276,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.391857,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,2.02493,True,1,,,,,,,,,,1845,,1845,0,0,430,0,13689,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1e-05,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,430,430,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,True,True,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.428938,,,,False,,,,,,False,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower"
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,12,430,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,True,True,4,4,245,245,0,0,0,0,0,133,133,True,133,133,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.334546,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.679299,,,,False,,,,,,False,False,final_judge_wall_time_lower
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,12,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r2_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,True,True,6,3,251,251,0,0,0,0,0,209,209,True,144,144,0,,28,0,True,True,0,,0,,False,0,0.023873,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-6,2e8f4fa3e608447b837bbdd2a4ad9dc55b0e63378afead7930438ea1f5ae66cc,0.436287,0.99132,0.056186,0.056186,10010,680,10010,94087,610525,864,1663,94087,0,0,0,0,0.0,0.0,279,94,0,1845,6,4,4,2,0,3,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,10010,0,False,True,1.466954,,,,False,,,,,,False,False,"time_to_first_addable_negative_available,worker_found_addable_negative"
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,12,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r3_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,True,True,6,3,251,251,0,0,0,0,0,209,209,True,144,144,0,,28,0,True,True,0,,0,,False,0,0.022942,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-6,874b1f77b7e3b2786acc5c7e61062961fc8d665015b2bbee8bfd91ebd955b62e,0.440997,1.006833,0.056768,0.056768,10010,680,10010,94087,610525,864,1663,94087,0,0,0,0,0.0,0.0,279,94,0,1845,6,4,4,2,0,3,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,10010,0,False,True,1.487792,,,,False,,,,,,False,False,"time_to_first_addable_negative_available,worker_found_addable_negative"
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,False,,0,0,5,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.00016,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,3027cbd32306a0856d388f0e061d100ce8d14e74ff04b7735d0aa8e1e541291c,1.203167,0.0,1.203167,,716,716,716,0,4168,9,6,205331,0,0,0,0,,,0,6,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.206841,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,False,,0,0,5,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000163,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,e1bff0362281e857b9cf3813aa9cad502f88a900a0c181caa388b86ee7f61f97,1.212032,0.0,1.212032,,716,716,716,0,4168,9,6,205331,0,0,0,0,,,0,6,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.215537,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_016_seed729016,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.9484,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2715.026085,96.260742373,2371.78846289,960.0,False,2041.072746,74.457786,2508.934353,760.864474,3119.104273,0.751769111,0.773501057,1.057823829,0.79256716,1.9484,1.9484,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.158635,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_016_seed729016,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,285,285,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.9484,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2715.026085,96.260742373,2371.78846289,960.0,False,2041.072746,74.457786,2508.934353,760.864474,3119.104273,0.751769111,0.773501057,1.057823829,0.79256716,1.9484,1.9484,False,1.9484,True,True,1,1,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.195069,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_016_seed729016,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,12,285,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.9484,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2715.026085,96.260742373,2371.78846289,960.0,False,2041.072746,74.457786,2508.934353,760.864474,3119.104273,0.751769111,0.773501057,1.057823829,0.79256716,1.9484,1.9484,False,1.9484,True,True,4,4,0,0,0,0,0,0,0,0,0,True,129,129,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.187647,,,,False,,,,,,False,False,
