matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,bpc_certificate_status,official_lower_bound_source,official_lower_bound_scope,best_diagnostic_bound_source,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,B1_root_lp_bound,root_lp_bound_official,root_lp_bound_le_direct_dp_integer_objective,root_lp_vs_direct_dp_gap,integral_root,pricing_round_count,added_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,direct_root_official_leak,b1_mode,seed_mode,initial_column_count,full_universe_column_count,full_universe_preloaded
10-scale full normalized objective,10,lunar_ice_sp50_010_019_seed729039,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.856235,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2517.413886,95.775102973,2513.52761044,960.0,False,1798.071538,71.036543,2515.286172,786.417521,2875.22255,0.714253444,0.741701557,1.000699639,0.819184918,1.856235,1.856235,False,1.819162,True,True,0.037073,False,3,178,True,True,0,0.326722,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,305,False
10-scale full normalized objective,10,lunar_ice_sp50_010_020_seed729040,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.968338,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2423.790172,88.568823331,2303.27365185,960.0,False,1888.786964,69.185958,2348.834535,694.905188,2897.506736,0.779269999,0.781154761,1.019780925,0.723859571,1.968337,1.968338,False,,False,,,,0,0,,,0,0.184856,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_020_seed729040,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.968338,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2423.790172,88.568823331,2303.27365185,960.0,False,1888.786964,69.185958,2348.834535,694.905188,2897.506736,0.779269999,0.781154761,1.019780925,0.723859571,1.968337,1.968338,False,1.912607,True,True,0.055731,False,1,0,True,True,0,0.410234,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,278,278,True
10-scale full normalized objective,10,lunar_ice_sp50_010_020_seed729040,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.968338,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2423.790172,88.568823331,2303.27365185,960.0,False,1888.786964,69.185958,2348.834535,694.905188,2897.506736,0.779269999,0.781154761,1.019780925,0.723859571,1.968337,1.968338,False,1.912607,True,True,0.055731,False,4,139,True,True,0,0.410027,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,278,False
10-scale full normalized objective,10,lunar_ice_sp50_010_005_seed729045,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.856248,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2343.858448,78.567374474,2056.224836112,960.0,False,1692.277217,56.477285,2135.41034,706.836984,2602.918638,0.722004871,0.718838899,1.038510139,0.736288525,1.856248,1.856248,False,,False,,,,0,0,,,0,0.690815,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_005_seed729045,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.856248,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2343.858448,78.567374474,2056.224836112,960.0,False,1692.277217,56.477285,2135.41034,706.836984,2602.918638,0.722004871,0.718838899,1.038510139,0.736288525,1.856248,1.856248,False,1.856248,True,True,0.0,True,1,0,True,True,0,1.467679,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,379,379,True
10-scale full normalized objective,10,lunar_ice_sp50_010_005_seed729045,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.856248,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2343.858448,78.567374474,2056.224836112,960.0,False,1692.277217,56.477285,2135.41034,706.836984,2602.918638,0.722004871,0.718838899,1.038510139,0.736288525,1.856248,1.856248,False,1.856248,True,True,0.0,True,4,169,True,True,0,1.480803,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,379,False
10-scale full normalized objective,10,lunar_ice_sp50_010_013_seed729053,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.01605,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2423.035154,84.757304791,3017.006749159,960.0,False,1919.676496,68.680719,3118.574946,775.718313,3235.787193,0.7922611,0.810322121,1.03366522,0.808039909,2.016049,2.01605,False,,False,,,,0,0,,,0,0.577837,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_013_seed729053,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.01605,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2423.035154,84.757304791,3017.006749159,960.0,False,1919.676496,68.680719,3118.574946,775.718313,3235.787193,0.7922611,0.810322121,1.03366522,0.808039909,2.016049,2.01605,False,2.01605,True,True,0.0,True,1,0,True,True,0,1.241049,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,451,451,True
10-scale full normalized objective,10,lunar_ice_sp50_010_013_seed729053,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.01605,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2423.035154,84.757304791,3017.006749159,960.0,False,1919.676496,68.680719,3118.574946,775.718313,3235.787193,0.7922611,0.810322121,1.03366522,0.808039909,2.016049,2.01605,False,2.01605,True,True,0.0,True,3,114,True,True,0,1.165005,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,451,False
10-scale full normalized objective,10,lunar_ice_sp50_010_008_seed729068,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.82381,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2654.011784,93.062502608,2248.717193218,960.0,False,1814.818656,66.999236,2361.548366,757.098022,2826.437238,0.683802034,0.719938043,1.050175795,0.788643773,1.82381,1.82381,False,,False,,,,0,0,,,0,0.250496,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_008_seed729068,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.82381,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2654.011784,93.062502608,2248.717193218,960.0,False,1814.818656,66.999236,2361.548366,757.098022,2826.437238,0.683802034,0.719938043,1.050175795,0.788643773,1.82381,1.82381,False,1.82381,True,True,0.0,True,1,0,True,True,0,0.556635,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,343,343,True
10-scale full normalized objective,10,lunar_ice_sp50_010_008_seed729068,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.82381,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2654.011784,93.062502608,2248.717193218,960.0,False,1814.818656,66.999236,2361.548366,757.098022,2826.437238,0.683802034,0.719938043,1.050175795,0.788643773,1.82381,1.82381,False,1.82381,True,True,0.0,True,4,88,True,True,0,0.541135,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,343,False
10-scale full normalized objective,10,lunar_ice_sp50_010_009_seed729069,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.83376,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2387.54527,85.965897497,2391.179959609,960.0,False,1674.095328,61.053526,2524.939239,731.169705,2745.12455,0.701178465,0.710206347,1.055938608,0.761635109,1.83376,1.83376,False,,False,,,,0,0,,,0,0.285543,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_009_seed729069,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.83376,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2387.54527,85.965897497,2391.179959609,960.0,False,1674.095328,61.053526,2524.939239,731.169705,2745.12455,0.701178465,0.710206347,1.055938608,0.761635109,1.83376,1.83376,False,1.83376,True,True,0.0,True,1,0,True,True,0,0.629692,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,351,351,True
10-scale full normalized objective,10,lunar_ice_sp50_010_009_seed729069,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.83376,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2387.54527,85.965897497,2391.179959609,960.0,False,1674.095328,61.053526,2524.939239,731.169705,2745.12455,0.701178465,0.710206347,1.055938608,0.761635109,1.83376,1.83376,False,1.83376,True,True,0.0,True,3,123,True,True,0,0.591682,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,351,False
10-scale full normalized objective,10,lunar_ice_sp50_010_012_seed729072,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.999817,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2525.615637,93.998385393,2462.792646717,960.0,False,1965.588464,75.571409,2571.098916,773.939998,3069.599439,0.778261124,0.803964969,1.043977015,0.806187498,1.999817,1.999817,False,,False,,,,0,0,,,0,0.236801,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_012_seed729072,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.999817,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2525.615637,93.998385393,2462.792646717,960.0,False,1965.588464,75.571409,2571.098916,773.939998,3069.599439,0.778261124,0.803964969,1.043977015,0.806187498,1.999817,1.999817,False,1.999817,True,True,0.0,True,1,0,True,True,0,0.538711,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,288,288,True
10-scale full normalized objective,10,lunar_ice_sp50_010_012_seed729072,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.999817,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2525.615637,93.998385393,2462.792646717,960.0,False,1965.588464,75.571409,2571.098916,773.939998,3069.599439,0.778261124,0.803964969,1.043977015,0.806187498,1.999817,1.999817,False,1.999817,True,True,0.0,True,4,178,True,True,0,0.550331,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,288,False
10-scale full normalized objective,10,lunar_ice_sp50_010_006_seed729086,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.070818,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2531.981504,83.89587278,2266.589150193,960.0,False,2056.620432,70.293452,2383.858656,769.77801,3080.457346,0.812257289,0.837865436,1.051738316,0.801852094,2.070818,2.070818,False,,False,,,,0,0,,,0,0.160236,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_006_seed729086,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.070818,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2531.981504,83.89587278,2266.589150193,960.0,False,2056.620432,70.293452,2383.858656,769.77801,3080.457346,0.812257289,0.837865436,1.051738316,0.801852094,2.070818,2.070818,False,2.070818,True,True,0.0,True,1,0,True,True,0,0.398797,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,303,303,True
10-scale full normalized objective,10,lunar_ice_sp50_010_006_seed729086,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.070818,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2531.981504,83.89587278,2266.589150193,960.0,False,2056.620432,70.293452,2383.858656,769.77801,3080.457346,0.812257289,0.837865436,1.051738316,0.801852094,2.070818,2.070818,False,2.070818,True,True,0.0,True,3,228,True,True,0,0.381633,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,303,False
10-scale full normalized objective,10,lunar_ice_sp50_010_018_seed729118,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.802011,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2576.465136,93.169363757,2485.141811788,960.0,False,1754.553931,64.950092,2633.624977,779.099053,2872.954014,0.680992693,0.697118553,1.059748367,0.811561514,1.802011,1.802011,False,,False,,,,0,0,,,0,0.251957,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_018_seed729118,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.802011,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2576.465136,93.169363757,2485.141811788,960.0,False,1754.553931,64.950092,2633.624977,779.099053,2872.954014,0.680992693,0.697118553,1.059748367,0.811561514,1.802011,1.802011,False,1.802011,True,True,0.0,True,1,0,True,True,0,0.567766,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,318,318,True
10-scale full normalized objective,10,lunar_ice_sp50_010_018_seed729118,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.802011,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2576.465136,93.169363757,2485.141811788,960.0,False,1754.553931,64.950092,2633.624977,779.099053,2872.954014,0.680992693,0.697118553,1.059748367,0.811561514,1.802011,1.802011,False,1.802011,True,True,0.0,True,3,129,True,True,0,0.527995,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,318,False
